timestamp,cpu_percent,memory_percent,num_processes,disk_read_bytes,disk_write_bytes,net_bytes_sent,net_bytes_recv
2026-03-19T18:46:19.834203,1.2,33.8,64,931346432,651952128,86008388,154451256
2026-03-19T18:46:23.749544,1.2,33.8,64,931346432,651968512,86012758,154455626
2026-03-19T18:46:28.754609,1.1,33.8,64,931346432,652058624,86016690,154459558
2026-03-19T18:46:33.759451,1.2,33.8,64,931346432,652193792,86020881,154463749
2026-03-19T18:46:38.765361,1.3,33.8,64,931346432,652247040,86024418,154467286
2026-03-19T18:46:43.770207,1.0,33.8,64,931346432,652275712,86028007,154470875
2026-03-19T18:46:48.779074,0.7,33.8,64,931346432,652292096,86032227,154475095
2026-03-19T18:46:53.784894,1.1,33.8,64,931346432,652308480,86036071,154478939
2026-03-19T18:46:57.746551,1.0,33.8,64,931346432,652324864,86039631,154482499
2026-03-19T18:47:02.752278,7.0,34.6,67,931346432,652382208,86043116,154486832
2026-03-19T18:47:07.757676,3.8,33.8,64,931346432,652529664,86050146,154493862
2026-03-19T18:47:12.761449,1.0,33.8,64,931346432,652759040,86054012,154497728
2026-03-19T18:47:17.770023,1.5,33.8,64,931346432,652775424,86058467,154502183
2026-03-19T18:47:22.775545,1.2,33.8,64,931346432,652791808,86063172,154506888
2026-03-19T18:47:27.779235,1.3,33.8,64,931346432,652808192,86067718,154511344
2026-03-19T18:47:32.787175,0.8,33.8,64,931346432,652828672,86071245,154514871
2026-03-19T18:47:37.801375,1.1,33.8,64,931346432,652886016,86075436,154519062
2026-03-19T18:47:41.282251,1.3,33.8,64,931346432,652918784,86078754,154522380
2026-03-19T18:47:46.290283,1.1,33.8,64,931346432,652955648,86082214,154525840
2026-03-19T18:47:51.295875,0.8,33.8,64,931346432,652972032,86085684,154529310
2026-03-19T18:47:56.301283,1.1,33.8,64,931346432,652988416,86089228,154532780
2026-03-19T18:48:01.310141,4.9,34.5,67,931346432,653029376,86092662,154536140
2026-03-19T18:48:06.316036,6.5,33.8,64,931346432,653312000,86099744,154543222
2026-03-19T18:48:11.322528,1.1,33.8,64,931346432,653332480,86104076,154547554
2026-03-19T18:48:15.344083,1.3,33.8,64,931346432,653365248,86108498,154551976
2026-03-19T18:48:20.352390,1.1,33.8,64,931346432,653443072,86113122,154556600
2026-03-19T18:48:25.358279,1.2,33.8,64,931346432,653459456,86117454,154560932
2026-03-19T18:48:30.363684,1.4,33.8,64,931346432,653475840,86122036,154565514
2026-03-19T18:48:35.371219,0.8,33.8,64,931346432,653508608,86126735,154570213
2026-03-19T18:48:40.379244,1.5,33.8,64,931346432,653524992,86131015,154574493
2026-03-19T18:48:44.309267,1.2,33.8,64,931346432,653635584,86135635,154579113
2026-03-19T18:48:49.314104,1.5,33.8,64,931346432,653651968,86139957,154583435
2026-03-19T18:48:54.326598,0.9,33.8,64,931346432,653692928,86143737,154587215
2026-03-19T18:48:59.333361,1.3,33.8,64,931346432,653709312,86147458,154590936
2026-03-19T18:49:04.337648,10.5,33.7,64,931346432,653877248,86154063,154598389
2026-03-19T18:49:09.345751,1.2,33.7,64,931346432,653905920,86157358,154601684
2026-03-19T18:49:14.350148,0.9,33.6,64,931346432,653922304,86160918,154605154
